name,salary_from,salary_to,salary_currency,area_name,published_at
Шлифовщик (Ярославская область),Калуга,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Токарь,Самара,35000.0,,RUR,2022-12-01T15:23:06+0300
Выездной мастер по ремонту холодильников,Ярославль,50000.0,,RUR,2022-12-01T16:13:48+0300
Инженер отдела управления проектами,Архангельск,41000.0,,RUR,2022-12-01T12:26:55+0300
IT-специалист,Брянск,40000.0,,RUR,2022-12-01T18:05:53+0300
Специалист по общению с клиентами в Яндекс Бизнес,Прокопьевск,26000.0,33800.0,RUR,2022-12-01T20:57:48+0300
Инженер-программист II категории,Киров (Кировская область),22000.0,,RUR,2022-12-01T12:16:41+0300
Механик,Смоленск,,51300.0,RUR,2022-12-01T17:46:30+0300
Радиомеханик по ремонту радиоэлектронного оборудования,Пенза,35000.0,,RUR,2022-12-01T15:13:36+0300
Специалист по общению с клиентами в Яндекс Бизнес,Омск,26000.0,33800.0,RUR,2022-12-01T20:53:53+0300
Маркетолог-аналитик,Красноярск,82800.0,,RUR,2022-12-01T16:03:05+0300
Механик цеха,Казань,60000.0,,RUR,2022-12-01T14:17:51+0300
Фрезеровщик,Самара,35000.0,,RUR,2022-12-01T13:05:51+0300
Токарь (Пермь),Краснокамск,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Шлифовщик,Курган,120000.0,,RUR,2022-12-01T11:36:53+0300
Токарь-универсал (г. Магнитогорск),Ишимбай,110000.0,,RUR,2022-12-01T15:31:51+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Волжский (Волгоградская область),110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Инженер по техническому обслуживанию и ремонту холодильного оборудования (общепит),Москва,115000.0,,RUR,2022-12-01T23:20:37+0300
Специалист службы поддержки в Яндекс Бизнес,Благовещенск (Амурская область),26000.0,33800.0,RUR,2022-12-01T21:15:58+0300
Токарь на завод,Ишимбай,100000.0,,RUR,2022-12-01T16:32:14+0300
Токарь (Пермь),Йошкар-Ола,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Инженер по обслуживанию систем безопасности,Армавир,50000.0,,RUR,2022-12-01T11:12:48+0300
Токарь,Алатырь,121000.0,127000.0,RUR,2022-12-01T11:43:56+0300
Токарь (г. Шумерля),Канаш,100000.0,110000.0,RUR,2022-12-01T12:13:54+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Белгород,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Курск,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Орел,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Шлифовщик (Ярославская область),Санкт-Петербург,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Плавильщик металла и сплавов,Москва,60000.0,,RUR,2022-12-01T12:02:16+0300
Бизнес - аналитик производственных процессов (проекты по консалтингу производственных предприятий),Казань,150000.0,,RUR,2022-12-01T07:40:56+0300
Программист 1С,Орел,150000.0,,RUR,2022-12-01T13:10:22+0300
Специалист по общению с клиентами в Яндекс Бизнес,Кисловодск,26000.0,33800.0,RUR,2022-12-01T21:02:20+0300
Специалист по общению с клиентами в Яндекс Бизнес,Новокуйбышевск,26000.0,33800.0,RUR,2022-12-01T21:04:36+0300
Токарь,Новомосковск (Тульская область),121000.0,127000.0,RUR,2022-12-01T11:43:56+0300
Аналитик отдела продаж,Новороссийск,30000.0,40000.0,RUR,2022-12-01T17:53:54+0300
Фрезеровщик (г. Великие Луки),Кимры,100000.0,,RUR,2022-12-01T12:28:53+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Саратов,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Шлифовщик 3-5 разряда,Сергиев Посад,,80000.0,RUR,2022-12-01T13:42:11+0300
Оператор (наладчик) ЧПУ Токарная группа,Рязань,,110000.0,RUR,2022-12-01T09:07:10+0300
Программист,Архангельск,60000.0,,RUR,2022-12-01T08:41:45+0300
Механик по выпуску / ремонту автомобилей / дорожно-строительной техники,Томск,130000.0,140000.0,RUR,2022-12-01T17:19:09+0300
Оператор (наладчик) ЧПУ Токарная группа,Ярославль,,110000.0,RUR,2022-12-01T09:07:20+0300
Резьбошлифовщик,Саранск,30000.0,,RUR,2022-12-01T10:50:46+0300
Электромеханик (производственная линия),Мыски,75000.0,,RUR,2022-12-01T12:01:29+0300
Фрезеровщик (г. Великие Луки),Торжок,100000.0,,RUR,2022-12-01T12:28:53+0300
Специалист по общению с клиентами в Яндекс Бизнес,Новошахтинск,26000.0,33800.0,RUR,2022-12-01T21:04:36+0300
Оператор (наладчик) ЧПУ Токарная группа,Казань,,110000.0,RUR,2022-12-01T09:07:06+0300
Специалист по общению с клиентами в Яндекс Бизнес,Самара,26000.0,33800.0,RUR,2022-12-01T20:53:53+0300
Программист 1С,Томск,100000.0,,RUR,2022-12-01T07:35:32+0300
Бизнес-аналитик/специалист по внедрению Битрикс24,Волгоград,60000.0,80000.0,RUR,2022-12-01T17:36:03+0300
Проектный менеджер,Челябинск,30000.0,,RUR,2022-12-01T14:20:58+0300
Механик по выпуску автотранспорта,Новый Уренгой,100000.0,,RUR,2022-12-01T10:49:11+0300
Продуктовый дизайнер (UX/UI / Product designer),Москва,160000.0,,RUR,2022-12-01T12:30:22+0300
Инженер-механик (п.Керамкомбинат),Искитим,45000.0,68000.0,RUR,2022-12-01T09:53:50+0300
Заместитель начальника информатизации,Кемерово,35000.0,35000.0,RUR,2022-12-01T06:19:46+0300
Java-разработчик (Strong Middle/Senior),Ташкент,,25000000.0,UZS,2022-12-01T09:51:02+0300
"Токарь (Тамбовская область, г. Мичуринск)",Йошкар-Ола,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
Токарь-универсал (г. Магнитогорск),Красноярск,110000.0,,RUR,2022-12-01T15:31:51+0300
Инженер Центра Управления магистральная сеть,Ярославль,,58000.0,RUR,2022-12-01T08:40:31+0300
Инженер группы технической поддержки,Ярославль,,40000.0,RUR,2022-12-01T08:40:56+0300
Администратор проектов,Санкт-Петербург,40000.0,,RUR,2022-12-01T14:57:45+0300
Фрезеровщик-универсал,Казань,105000.0,115000.0,RUR,2022-12-01T16:32:51+0300
Инженер связи (монтажник),Архангельск,40000.0,,RUR,2022-12-01T10:42:17+0300
Механик гаража,Искитим,19000.0,,RUR,2022-12-01T06:23:39+0300
Ведущий программист,Тверь,120000.0,,RUR,2022-12-01T09:21:02+0300
QA Automation Engineer,Москва,,260000.0,RUR,2022-12-01T12:31:51+0300
Инженер по АСУП/Системный аналитик,Екатеринбург,40000.0,55000.0,RUR,2022-12-01T08:12:22+0300
"Механик, г. Улан-Удэ",Улан-Удэ,40000.0,,RUR,2022-12-01T05:24:10+0300
Шлифовщик,Омск,120000.0,,RUR,2022-12-01T11:36:53+0300
Шлифовщик (Ярославская область),Москва,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Специалист технической поддержки (в Ленинградской области),Санкт-Петербург,100000.0,,RUR,2022-12-01T18:14:17+0300
Оператор-наладчик станков с ЧПУ,Москва,85000.0,,RUR,2022-12-01T14:48:30+0300
Специалист по общению с клиентами в Яндекс Бизнес,Мытищи,26000.0,33800.0,RUR,2022-12-01T20:57:48+0300
Специалист по общению с клиентами в Яндекс Бизнес,Армавир,26000.0,33800.0,RUR,2022-12-01T20:57:48+0300
Специалист по общению с клиентами в Яндекс Бизнес,Долгопрудный,26000.0,33800.0,RUR,2022-12-01T21:02:20+0300
Оператор на листогибочный пресс с ЧПУ,Новороссийск,110000.0,,RUR,2022-12-01T16:42:50+0300
Фрезеровщик (Пермь),Чернушка,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Токарь (г. Шумерля),Бугульма,100000.0,110000.0,RUR,2022-12-01T12:16:43+0300
Токарь (г. Великие Луки),Вышний Волочек,120000.0,,RUR,2022-12-01T12:24:29+0300
Фрезеровщик (г. Великие Луки),Вышний Волочек,100000.0,,RUR,2022-12-01T12:28:53+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Курчатов,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Ишимбай,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Контент-менеджер,Краснодар,50000.0,,RUR,2022-12-01T20:23:53+0300
Архитектор BI,Москва,,250000.0,RUR,2022-12-01T15:25:02+0300
Программист 1С,Челябинск,,140000.0,RUR,2022-12-01T13:25:09+0300
Механик по выпуску / ремонту автомобилей / дорожно-строительной техники,Пермь,130000.0,140000.0,RUR,2022-12-01T17:19:06+0300
Специалист по общению с клиентами в Яндекс Бизнес,Астрахань,26000.0,33800.0,RUR,2022-12-01T20:53:53+0300
Инженер 1 категории / Слаботочник,Москва,85000.0,,RUR,2022-12-01T09:19:39+0300
Токарь (Пермь),Чернушка,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Вольск,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Сборщик-клейщик конструкций,Ставрополь,37000.0,,RUR,2022-12-01T16:11:45+0300
Механик ДСУ,Карпинск,47000.0,,RUR,2022-12-01T07:26:56+0300
Специалист по общению с клиентами в Яндекс Бизнес,Домодедово,26000.0,33800.0,RUR,2022-12-01T21:02:20+0300
Техник ОПС,Астана,200000.0,200000.0,KZT,2022-12-01T06:49:03+0300
Senior Python Fullstack Developer,Москва,6000.0,9000.0,USD,2022-12-01T15:36:14+0300
Инженер-программист микроконтроллеров,Рязань,50000.0,50000.0,RUR,2022-12-01T17:08:45+0300
Специалист по общению с клиентами в Яндекс Бизнес,Раменское,26000.0,33800.0,RUR,2022-12-01T21:02:20+0300
Токарь-универсал,Пенза,120000.0,,RUR,2022-12-01T08:40:29+0300
Инженер отдела технической поддержки,Архангельск,50000.0,,RUR,2022-12-01T12:36:52+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Белебей,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Технический специалист,Северодвинск,50000.0,,RUR,2022-12-01T16:35:59+0300
Токарь,Ульяновск,100000.0,,RUR,2022-12-01T14:20:50+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Рязань,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Специалист по общению с клиентами в Яндекс Бизнес,Шахты,26000.0,33800.0,RUR,2022-12-01T20:57:48+0300
Фрезеровщик-универсал,Волгоград,110000.0,140000.0,RUR,2022-12-01T14:00:17+0300
Шлифовщик (Ярославская область),Углич,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Ученик полировщика/вальцовщика/протяжчика/оператора станков с ПУ/ЧПУ,Наро-Фоминск,32625.0,39150.0,RUR,2022-12-01T13:28:22+0300
Шлифовщик в дивизион станкостроения,Глазов,40000.0,76000.0,RUR,2022-12-01T15:41:46+0300
Токарь (Пермь),Чайковский,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Специалист по общению с клиентами в Яндекс Бизнес,Нижнекамск,26000.0,33800.0,RUR,2022-12-01T20:57:48+0300
Специалист по общению с клиентами в Яндекс Бизнес,Иркутск,26000.0,33800.0,RUR,2022-12-01T20:53:53+0300
Токарь (Пермь),Кунгур,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Программист,Новодвинск,60000.0,,RUR,2022-12-01T08:41:45+0300
Токарь (6 разряд),Кемерово,,57570.0,RUR,2022-12-01T09:36:12+0300
Оператор ЧПУ / Наладчик ЧПУ,Уфа,110000.0,,RUR,2022-12-01T13:23:54+0300
Инженер,Витебск,1000.0,,BYR,2022-12-01T14:24:22+0300
Механик погрузочной техники на РЦ,Домодедово,55000.0,,RUR,2022-12-01T15:17:46+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Астрахань,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Фрезеровщик (Нижний Новгород),Кстово,96000.0,,RUR,2022-12-01T16:21:27+0300
Специалист по общению с клиентами в Яндекс Бизнес,Комсомольск-на-Амуре,26000.0,33800.0,RUR,2022-12-01T20:57:48+0300
Специалист по общению с клиентами в Яндекс Бизнес,Дзержинск (Нижегородская область),26000.0,33800.0,RUR,2022-12-01T20:57:48+0300
Специалист по общению с клиентами в Яндекс Бизнес,Муром,26000.0,33800.0,RUR,2022-12-01T21:04:36+0300
Бизнес-аналитик/специалист по внедрению Битрикс24,Пермь,60000.0,80000.0,RUR,2022-12-01T17:36:03+0300
Специалист в службу поддержки в Яндекс Бизнес,Муром,26000.0,33800.0,RUR,2022-12-01T21:26:21+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Пугачев,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Программист 1C-Битрикс,Ростов-на-Дону,55000.0,100000.0,RUR,2022-12-01T11:08:28+0300
Монтажник связи,Пермь,35000.0,,RUR,2022-12-01T12:56:48+0300
Механник на линию производства пеллет,Кириши,40000.0,40000.0,RUR,2022-12-01T15:37:23+0300
Механик-наладчик,Энгельс,31000.0,35000.0,RUR,2022-12-01T16:12:03+0300
Фидерщик,Балахна,40000.0,,RUR,2022-12-01T17:09:24+0300
Оператор станков с ПУ,Казань,103000.0,,RUR,2022-12-01T10:55:37+0300
DevOps инженер,Москва,170000.0,250000.0,RUR,2022-12-01T16:43:53+0300
Шлифовщик (инструментальный цех),Санкт-Петербург,80000.0,,RUR,2022-12-01T13:05:43+0300
Наладчик станков с ЧПУ (карусельная группа),Калуга,155000.0,,RUR,2022-12-01T16:08:10+0300
Токарь (Пермь),Лысьва,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Липецк,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Специалист в службу поддержки в Яндекс Бизнес,Копейск,26000.0,33800.0,RUR,2022-12-01T21:21:09+0300
Специалист в службу поддержки в Яндекс Бизнес,Железногорск (Курская область),26000.0,33800.0,RUR,2022-12-01T21:26:21+0300
Ведущий/Главный специалист отдела сетей связи и сигнализации,Москва,125000.0,150000.0,RUR,2022-12-01T09:45:16+0300
Инсталлятор / Специалист по подключению абонентов / Монтажник интернет-сетей,Дальнереченск,54000.0,,RUR,2022-12-01T04:33:15+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Салават,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Наладчик станков с ЧПУ (карусельная группа),Саратов,155000.0,,RUR,2022-12-01T16:08:10+0300
Специалист по общению с клиентами в Яндекс Бизнес,Миасс,26000.0,33800.0,RUR,2022-12-01T21:02:20+0300
Специалист по общению с клиентами в Яндекс Бизнес,Зеленодольск (Республика Татарстан),26000.0,33800.0,RUR,2022-12-01T21:04:36+0300
Специалист в службу поддержки в Яндекс Бизнес,Щелково,26000.0,33800.0,RUR,2022-12-01T21:26:21+0300
Токарь на завод,Кумертау,100000.0,,RUR,2022-12-01T16:32:14+0300
Фрезеровщик (Пермь),Лысьва,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Токарь-расточник (г.Пермь),Лысьва,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Кумертау,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Специалист в службу поддержки в Яндекс Бизнес,Химки,26000.0,33800.0,RUR,2022-12-01T21:21:09+0300
Специалист в службу поддержки в Яндекс Бизнес,Реутов,26000.0,33800.0,RUR,2022-12-01T21:26:21+0300
Системный администратор с функциями АХО,Москва,85000.0,,RUR,2022-12-01T10:21:29+0300
Специалист в службу поддержки в Яндекс Бизнес,Ногинск,26000.0,33800.0,RUR,2022-12-01T21:26:21+0300
Токарь,Минск,1500.0,,BYR,2022-12-01T08:49:14+0300
Шлифовщик,Пермь,120000.0,,RUR,2022-12-01T11:36:53+0300
Оператор станка плазменной резки с ЧПУ,Казань,55000.0,,RUR,2022-12-01T12:05:46+0300
Senior Backend developer (Node.js/Golang),Рязань,220000.0,,RUR,2022-12-01T12:53:26+0300
Мастер ремонтно-механической мастерской,Нижневартовск,51071.0,51071.0,RUR,2022-12-01T14:02:57+0300
Мастер по ремонту бытовой техники,Хабаровск,50000.0,,RUR,2022-12-01T16:31:25+0300
Специалист по общению с клиентами в Яндекс Бизнес,Кострома,26000.0,33800.0,RUR,2022-12-01T20:57:48+0300
Токарь,Ачинск,,60829.0,RUR,2022-12-01T07:12:16+0300
Механик по выпуску спецтехники и автотранспорта,Реж,60000.0,60000.0,RUR,2022-12-01T10:14:59+0300
"Fullstack разработчик (PHP, JS, JQuery)",Новосибирск,130000.0,200000.0,RUR,2022-12-01T14:50:01+0300
Фрезеровщик,Тольятти,100000.0,125000.0,RUR,2022-12-01T16:50:06+0300
Бизнес-аналитик/специалист по внедрению Битрикс24,Екатеринбург,60000.0,80000.0,RUR,2022-12-01T17:36:03+0300
Водитель на самосвал,Мурманск,125000.0,135000.0,RUR,2022-12-01T11:48:16+0300
Программист 1C,Троицк (Московская область),100000.0,120000.0,RUR,2022-12-01T12:45:32+0300
Наладчик оборудования/экструзионных линий и ТПА,Ульяновск,50000.0,55000.0,RUR,2022-12-01T09:16:42+0300
Специалист по общению с клиентами в Яндекс Бизнес,Псков,26000.0,33800.0,RUR,2022-12-01T20:57:48+0300
"Линейный механик (горное предприятие, механическая служба)",Чита,130000.0,,RUR,2022-12-01T04:52:36+0300
"Senior PHP Developer, Remote",Краснодар,180000.0,200000.0,RUR,2022-12-01T15:00:22+0300
Специалист по общению с клиентами в Яндекс Бизнес,Владивосток,26000.0,33800.0,RUR,2022-12-01T20:53:53+0300
Специалист по сопровождению СБИС,Барнаул,30000.0,45000.0,RUR,2022-12-01T08:28:53+0300
Фрезеровщик (г. Великие Луки),Боровичи,100000.0,,RUR,2022-12-01T12:28:53+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Стерлитамак,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Выездной мастер по ремонту холодильников,Ижевск,50000.0,,RUR,2022-12-01T16:22:19+0300
Ведущий программист 1С ERP / Руководитель команды разработки 1C ERP,Москва,350000.0,400000.0,RUR,2022-12-01T17:08:54+0300
IOS developer,Санкт-Петербург,,300000.0,RUR,2022-12-01T13:07:38+0300
Senior Product Designer,Тбилиси,2000.0,,USD,2022-12-01T12:11:43+0300
Специалист по общению с клиентами в Яндекс Бизнес,Щелково,26000.0,33800.0,RUR,2022-12-01T21:02:20+0300
Оператор плазменной резки,Топки,50000.0,,RUR,2022-12-01T08:44:19+0300
Фрезеровщик (г. Великие Луки),Конаково,100000.0,,RUR,2022-12-01T12:28:53+0300
Аккумуляторщик погрузочной техники (Домодедово),Домодедово,49500.0,,RUR,2022-12-01T14:54:14+0300
Специалист по общению с клиентами в Яндекс Бизнес,Пенза,26000.0,33800.0,RUR,2022-12-01T20:53:53+0300
Специалист по общению с клиентами в Яндекс Бизнес,Альметьевск,26000.0,33800.0,RUR,2022-12-01T21:02:20+0300
Мастер по ремонту телефонов (Кизляр),Кизляр,40000.0,,RUR,2022-12-01T11:34:44+0300
Специалист в службу поддержки в Яндекс Бизнес,Коломна,26000.0,33800.0,RUR,2022-12-01T21:21:09+0300
Токарь (инструментальный цех),Санкт-Петербург,75000.0,,RUR,2022-12-01T15:23:02+0300
Бизнес-аналитик/специалист по внедрению Битрикс24,Москва,60000.0,80000.0,RUR,2022-12-01T17:36:03+0300
Токарь (Пермь),Губаха,106000.0,126000.0,RUR,2022-12-01T07:40:26+0300
Программист 1С,Таганрог,100000.0,,RUR,2022-12-01T10:28:06+0300
Токарь,Балаково,121000.0,127000.0,RUR,2022-12-01T11:43:56+0300
Строгальщик,Екатеринбург,109000.0,,RUR,2022-12-01T12:04:44+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Воронеж,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Судовой Механик-электрик (Лодочное производство),Ростов-на-Дону,60000.0,,RUR,2022-12-01T09:03:20+0300
Монтажник,Ногинск,60000.0,90000.0,RUR,2022-12-01T20:02:15+0300
Наладчик автоматических линий и агрегатных станков,Ульяновск,42000.0,45000.0,RUR,2022-12-01T17:37:58+0300
Специалист по общению с клиентами в Яндекс Бизнес,Стерлитамак,26000.0,33800.0,RUR,2022-12-01T20:57:48+0300
Специалист в службу поддержки в Яндекс Бизнес,Первоуральск,26000.0,33800.0,RUR,2022-12-01T21:26:21+0300
Java-разработчик,Новосибирск,,300000.0,RUR,2022-12-01T10:50:47+0300
Программист 1С,Калуга,150000.0,,RUR,2022-12-01T13:10:22+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Борисоглебск,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Специалист по общению с клиентами в Яндекс Бизнес,Новочеркасск,26000.0,33800.0,RUR,2022-12-01T21:02:20+0300
Аналитик-Менеджер по работе с корпоративными клиентами,Пермь,32500.0,43000.0,RUR,2022-12-01T16:34:34+0300
Специалист первой линии технической поддержки (Служба Заботы),Санкт-Петербург,,30000.0,RUR,2022-12-01T10:47:05+0300
Фрезеровщик 4 разряда,Большой Камень,39000.0,,RUR,2022-12-01T01:11:28+0300
Токарь-расточник (инструментальный цех),Санкт-Петербург,75000.0,,RUR,2022-12-01T15:23:02+0300
Токарь-расточник,Омск,140000.0,,RUR,2022-12-01T11:31:48+0300
Токарь (г. Великие Луки),Боровичи,120000.0,,RUR,2022-12-01T12:24:29+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Балашов,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Программист 1C,Москва,50000.0,100000.0,RUR,2022-12-01T17:18:05+0300
Специалист по общению с клиентами в Яндекс Бизнес,Екатеринбург,26000.0,33800.0,RUR,2022-12-01T20:53:53+0300
Консультант 1C по бюджетному учету,Краснодар,60000.0,,RUR,2022-12-01T17:40:50+0300
Оператор станков с ЧПУ 5 разряда,Волгодонск,130000.0,150000.0,RUR,2022-12-01T15:24:09+0300
Токарь-карусельщик 6 разряда,Волгодонск,130000.0,150000.0,RUR,2022-12-01T11:55:45+0300
Токарь-расточник 6 разряда,Волгодонск,130000.0,150000.0,RUR,2022-12-01T15:24:09+0300
Бизнес-аналитик/специалист по внедрению Битрикс24,Краснодар,60000.0,80000.0,RUR,2022-12-01T17:36:03+0300
Специалист службы поддержки в Яндекс Бизнес,Северодвинск,26000.0,33800.0,RUR,2022-12-01T21:15:58+0300
Оператор (наладчик) ЧПУ Токарная группа,Брянск,,110000.0,RUR,2022-12-01T09:07:16+0300
Шлифовщик,Нижневартовск,120000.0,,RUR,2022-12-01T11:36:53+0300
Монтажник слаботочных систем,Москва,42500.0,45000.0,RUR,2022-12-01T13:05:08+0300
Программист Lotus Notes,Москва,,220000.0,RUR,2022-12-01T11:29:40+0300
Automation QA Engineer / QA-тестировщик автотесты,Санкт-Петербург,210000.0,,RUR,2022-12-01T13:54:30+0300
Специалист в службу поддержки в Яндекс Бизнес,Мытищи,26000.0,33800.0,RUR,2022-12-01T21:21:09+0300
Строгальщик (г. Челябинск),Белорецк,105000.0,,RUR,2022-12-01T10:41:53+0300
Токарь-расточник,Тобольск,140000.0,,RUR,2022-12-01T11:31:48+0300
Инженер-механик по ТПА на производство,Самара,,80000.0,RUR,2022-12-01T15:57:37+0300
Ученик мастера по ремонту бытовой техники,Калуга,60000.0,,RUR,2022-12-01T16:13:48+0300
Технический специалист,Костомукша,52000.0,70000.0,RUR,2022-12-01T18:43:53+0300
Токарь (Пермь),Чусовой,106000.0,126000.0,RUR,2022-12-01T07:40:26+0300
Координатор сервисной службы,Владивосток,60000.0,80000.0,RUR,2022-12-01T12:06:30+0300
Специалист в службу поддержки в Яндекс Бизнес,Ковров,26000.0,33800.0,RUR,2022-12-01T21:21:09+0300
Программист 1С,Челябинск,100000.0,,RUR,2022-12-01T08:19:21+0300
Ведущий программист 1С/удаленно (middle),Красноярск,170000.0,210000.0,RUR,2022-12-01T11:44:01+0300
Механик погрузочной техники (Домодедово),Подольск (Московская область),55000.0,,RUR,2022-12-01T14:59:17+0300
Выездной мастер по ремонту холодильников,Ульяновск,50000.0,,RUR,2022-12-01T16:28:15+0300
Токарь 4 разряда,Большой Камень,49000.0,,RUR,2022-12-01T01:11:32+0300
Токарь (г. Арзамас),Чайковский,110000.0,,RUR,2022-12-01T16:13:47+0300
Системный администратор,Санкт-Петербург,55000.0,,RUR,2022-12-01T16:37:05+0300
Специалист в службу поддержки в Яндекс Бизнес,Красногорск,26000.0,33800.0,RUR,2022-12-01T21:21:09+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Железногорск (Курская область),110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Октябрьский (Республика Башкортостан),110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Старший инженер (старший системный администратор),Москва,,90000.0,RUR,2022-12-01T21:38:27+0300
Токарь-универсал в цех инструментальной оснастки в г. Муром,Ковров,60000.0,60000.0,RUR,2022-12-01T14:20:50+0300
Java-разработчик,Владимир,,300000.0,RUR,2022-12-01T10:50:47+0300
Монтажник слаботочных систем,Комсомольск-на-Амуре,30000.0,,RUR,2022-12-01T13:10:26+0300
Fullstack-разработчик,Владимир,80000.0,,RUR,2022-12-01T10:34:20+0300
Специалист в службу поддержки в Яндекс Бизнес,Псков,26000.0,33800.0,RUR,2022-12-01T21:21:09+0300
Консультант 1С,Казань,150000.0,,RUR,2022-12-01T09:39:45+0300
Product Analyst (ITSM),Челябинск,120000.0,,RUR,2022-12-01T06:08:03+0300
Токарь-универсал (г. Магнитогорск),Чайковский,110000.0,,RUR,2022-12-01T15:31:51+0300
Специалист по общению с клиентами в Яндекс Бизнес,Рязань,26000.0,33800.0,RUR,2022-12-01T20:53:53+0300
Механик по выпуску,Биробиджан,40000.0,,RUR,2022-12-01T09:01:59+0300
Проектный менеджер,Учалы,30000.0,,RUR,2022-12-01T14:02:54+0300
Специалист службы поддержки в Яндекс Бизнес,Артем,26000.0,33800.0,RUR,2022-12-01T21:15:58+0300
Специалист в службу поддержки в Яндекс Бизнес,Раменское,26000.0,33800.0,RUR,2022-12-01T21:26:21+0300
Технический специалист в тендерный отдел,Уфа,35000.0,,RUR,2022-12-01T09:45:43+0300
Системный администратор,Минск,1000.0,,BYR,2022-12-01T16:51:42+0300
Наладчик станков с ЧПУ 4-6 разряда (механическая обработка крупногабаритных деталей),Челябинск,,100000.0,RUR,2022-12-01T07:31:57+0300
Токарь (Пермь),Березники,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Мастер сетевого района № 1 (звено по строительству и капитальному ремонту высоковольтных линий),Заинск,29000.0,36000.0,RUR,2022-12-01T08:24:03+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Шебекино,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Бизнес-аналитик/специалист по внедрению Битрикс24,Ростов-на-Дону,60000.0,80000.0,RUR,2022-12-01T17:36:03+0300
Маркетолог-аналитик,Нижний Новгород,40000.0,,RUR,2022-12-01T19:20:20+0300
Программист-математик (C++),Санкт-Петербург,,200000.0,RUR,2022-12-01T15:23:16+0300
Специалист по общению с клиентами в Яндекс Бизнес,Первоуральск,26000.0,33800.0,RUR,2022-12-01T21:02:20+0300
Специалист по IT/системотехник,Астана,,150000.0,KZT,2022-12-01T08:45:51+0300
Техник линейных сооружений связи,Красноуральск,35000.0,,RUR,2022-12-01T13:23:47+0300
Шлифовщик,Тобольск,120000.0,,RUR,2022-12-01T11:36:53+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Урюпинск,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
